geometry,node.id,deg_unweighted,betweenes_unweighted,closeness_unweighted,eigcentrality_unweighted,eccentricity_unweighted,harmonic_unweighted,deg_weighted,betweenes,closeness,eigcentrality,eccentricity,harmonic
"c(296602.622670115, 5045598.98290225)",1957,4,79206.14745278524,4.959198196835536e-7,0.15855133269586708,152,646.9421670350674,686.7308989535234,16244344,2.5361138648134348e-9,0,35126.65682012939,4.116015382853691
"c(296674.875661434, 5045716.13187934)",1958,4,107121.49385603613,4.966779694016571e-7,0.11387670985978185,152,649.5566235766654,681.9408826162736,15675970,2.525148653925813e-9,0,35264.29945402372,4.11035741191413
"c(295949.915780689, 5045651.57241486)",1961,4,174439.0208454861,4.91072787790752e-7,0.3290394542436253,152,639.5035025671755,531.950485766375,1155175,2.5272539242004997e-9,0,34775.31223675759,4.08342740096841
"c(295880.563811295, 5046056.12784642)",1969,3,456193.88415448257,5.233711381752142e-7,0.3662585076817362,146,691.391621232587,330.81934930679097,1382654,2.5244318746526167e-9,0,34732.14973316866,4.192307943500876
"c(295854.109804407, 5045711.85590752)",1973,4,146782.37829579008,4.953668340015832e-7,0.31927927798208483,151,646.175798140907,419.9493468321639,1569797,2.5335259592993886e-9,0,34662.118070127435,4.122063574319243
"c(295729.782483713, 5045790.50424791)",1974,4,116874.58615818212,4.997778487462323e-7,0.29235647059957687,150,652.3867989024113,568.2644599481504,1801768,2.5397004519331475e-9,0,34515.00234962225,4.127662569894838
"c(295465.68885197, 5045107.68702618)",1979,4,4337731.315632004,5.03923294811757e-7,0.02845353865486301,150,666.5000099960918,645.1790946226273,3405102,2.5626138723286493e-9,0,34187.9276315761,4.119248339366587
"c(294738.374479088, 5044816.22545144)",1995,4,2582667.916771285,4.950313701379257e-7,0.004375084948175244,151,652.4989144380032,661.5535153073279,804635,2.607850478556715e-9,0,33171.25210310407,4.136809870727832
"c(294051.181100561, 5045165.26106328)",2025,4,1022992.3874327719,5.092977395329129e-7,9.246335394804347e-4,148,675.7825564603353,393.9017853081781,23892044,2.6308295441190353e-9,0,32456.865851504295,4.331763065388085
"c(294678.753384603, 5044669.70215406)",2040,4,210163.96710402705,4.835477706513581e-7,0.005216549998505578,153,633.2799173106237,681.4106217877999,866004,2.61565607767725e-9,0,33034.07586998835,4.117666131945967
"c(294466.294782722, 5044851.69512931)",2063,4,1520959.9642980832,4.950703371181461e-7,0.003974228864458556,151,652.0204428651813,682.3152552679562,285216,2.6041166156326863e-9,0,32842.249795171665,4.097073901988542
"c(294517.544857918, 5044975.7155309)",2064,4,2040891.7091468335,5.043729131570718e-7,0.0025328526831724096,149,666.6499182013746,660.5192093361073,500125,2.5971372266417756e-9,0,32960.2780186946,4.112964688953245
"c(294295.721033666, 5044437.38018248)",2066,4,266525.38779300323,4.963247154818568e-7,6.244605709546708e-4,149,638.0543762648189,623.0267147904675,1537343,2.6260137269459516e-9,0,32410.39300868336,4.1680174181218765
"c(294711.349196609, 5044750.40521386)",2076,4,1949808.6764461158,4.906477629896542e-7,0.005068626759053378,152,646.0727386392148,684.1619955879903,956980,2.6118802827967182e-9,0,33107.424812867794,4.127772558046463
"c(294763.693581656, 5044875.70869019)",2077,4,2674332.2458586106,4.994688149153376e-7,0.0032385716470234196,150,658.4378060786745,662.2839400758971,1205485,2.604847157809289e-9,0,33225.967051127445,4.149303361159372
"c(294934.163946871, 5045173.85703234)",2079,4,845955.2599705921,5.210018448675327e-7,0.0014431585241762154,146,691.4253483182697,513.0629413625295,996179,2.5891651142325153e-9,0,33553.18987358187,4.213365777924975
"c(294277.279058055, 5045072.86907191)",2091,4,1400192.2383534147,5.095011779667235e-7,0.0017537813978940157,148,675.4543213696875,637.999917994518,671638,2.612899964455793e-9,0,32701.11298916421,4.1684008206153305
"c(294598.326430502, 5045325.82356695)",2093,4,1280356.5470152118,5.326943841759937e-7,7.521171619179845e-4,144,714.9286215940047,470.8479468236609,382632,2.5838744522573236e-9,0,33184.62673505492,4.168031219008912
"c(294226.829482762, 5044950.06374508)",2097,4,1351651.5205509362,4.995925822491758e-7,0.0027305643696692193,150,658.4466768541491,650.3356628518351,394038,2.6199219822425986e-9,0,32583.36640434409,4.158643163969958
"c(294056.572078672, 5044536.32517313)",2103,4,286424.3265047292,5.010991610096747e-7,5.298831420099895e-4,148,645.0274987757197,438.71485322035863,1538779,2.6417512320573163e-9,0,32151.583124906716,4.243559778664763
"c(294764.047979107, 5045250.99202452)",2114,4,1062668.9091811194,5.267918429443871e-7,0.0011377495742384363,145,703.9837242865049,505.2449366093323,638468,2.5844063909196156e-9,0,33366.46045671088,4.179958531973479
"c(294536.668988281, 5044336.58919209)",2121,4,220286.8432262242,4.972222678009301e-7,5.333809456828552e-4,149,638.6951440820526,386.47774050763195,1870262,2.6339816392016056e-9,0,32671.574667211786,4.340875407245702
"c(294875.237252285, 5045477.85825612)",2126,4,2187766.070723804,5.279209470057116e-7,0.0015277030770140614,145,707.8907458829009,564.7417252092704,763522,2.5724245706820853e-9,0,33530.9639941664,4.277750508677957
"c(296003.728742697, 5044645.37008911)",2150,4,4318206.604689922,4.919853132544287e-7,0.05262054356236308,153,652.3755079045666,817.3888545264693,17523303,2.6056644376042763e-9,0,34000.210177173714,4.173507204096017
"c(295638.758797043, 5044366.39815011)",2167,4,5437020.600978745,4.757511992498355e-7,0.0105280253327743,156,630.7166651345321,648.8491550657644,743688,2.612205102698861e-9,0,33707.597926820905,4.192751155951995
"c(295761.16178247, 5044569.4131105)",2169,4,99048.22563392854,4.783592659864079e-7,0.00953666325009983,155,622.6118977431696,382.6648555352469,664622,2.597400465721948e-9,0,33950.104226219606,4.221308043438639
"c(295806.2437769, 5044638.11409697)",2170,4,260766.64787433235,4.853200394468128e-7,0.02046277487785026,154,637.0769574393834,473.077644061281,753745,2.5932905596623158e-9,0,34032.27652485784,4.18396910846265
"c(295540.018990835, 5044713.06589275)",2179,4,185524.91588952203,4.910445745712568e-7,0.004928854354917646,152,642.2254520314491,572.9525401405567,2130022,2.5791673208638242e-9,0,34129.41269735876,4.158662811563936
"c(295309.309676097, 5044863.59997411)",2180,4,212986.20729157078,4.955440677428562e-7,0.0038625801214442444,151,648.0419919428284,505.582104263101,2275213,2.58011893766435e-9,0,33898.026183759524,4.2194050289153555
"c(295516.908799418, 5043800.68225318)",2186,4,1270964.2014199812,4.6489485937860295e-7,2.606132932331263e-4,157,595.977841667398,587.4651411056591,16679659,2.660521667520875e-9,0,33010.54410596922,4.293873210382768
"c(295410.718435022, 5044462.39616592)",2198,4,4489861.03870737,4.788345549998946e-7,0.008333935697121668,155,633.3567441951801,638.5334042783863,2102689,2.596897752543081e-9,0,33863.79099442547,4.148059677764131
"c(295465.269709728, 5044588.86836697)",2199,4,485418.91765196354,4.858739438922487e-7,0.00465684245001906,153,638.0829936972706,518.6136998335462,2215356,2.5885535826118173e-9,0,33984.01740790698,4.168684216521758
"c(295586.597510002, 5044781.68287919)",2201,4,251864.94921501342,4.930137486744093e-7,0.008956774262255912,152,646.3158079660066,505.3697495187356,290476,2.5746368456594003e-9,0,34212.535071524915,4.150625022933336
"c(294785.346236906, 5044246.60359954)",2212,4,287659.6095197232,4.820975485821752e-7,9.017616570998263e-4,152,617.9269486752656,416.67715642628235,567862,2.616461371407446e-9,0,32947.7289761767,4.153234930812402
"c(294952.50853124, 5044651.19269817)",2215,4,2700350.882063418,4.863491520016186e-7,0.006070294918542479,153,640.2929754734349,682.364136148878,206741,2.594866584733577e-9,0,33368.209110339805,4.085673186695207
"c(295004.047076478, 5044777.93179928)",2216,4,1854674.866889382,4.947879042169784e-7,0.003495573478320436,151,650.307278402826,625.0003317069044,382126,2.5880204374057683e-9,0,33485.45008456876,4.106697519669618
"c(295100.024914498, 5045070.48804489)",2218,4,615178.7107188728,5.154182206526019e-7,0.0015026690799684098,147,679.5596156560392,440.98784763592744,381761,2.5763549079611047e-9,0,33726.35595147619,4.153930333316432
"c(295775.983765504, 5044138.69818538)",2220,4,201679.71371047408,4.6078001762944345e-7,0.005444700360260106,159,604.6106144479386,389.11930156301315,18117703,2.640678078624368e-9,0,33440.83875879105,4.282639195602306
"c(295861.98775488, 5044269.84715955)",2224,5,6537860.18121732,4.7388558695942685e-7,0.015772321280263752,157,632.2367472288548,756.5654326033259,16047840,2.6317397688744684e-9,0,33597.675065698015,4.247326967993293
"c(295964.374745871, 5044534.86010976)",2227,5,1254600.3728545676,4.836265803103045e-7,0.03565480124598775,155,641.3375642597443,710.763104515232,17656504,2.6137361655414123e-9,0,33882.84824243519,4.236192104005772
"c(295195.807065462, 5044550.9321826)",2246,4,3528677.393712699,4.824382816706258e-7,0.007120273561324735,154,635.8840348902643,654.1351652719052,357602,2.5961401225206396e-9,0,33631.35641825677,4.132305839827518
"c(295354.483610532, 5044932.92103547)",2250,4,268466.4278636539,4.975067449476947e-7,0.006569288909639104,151,652.7890054248736,469.181434772284,2003192,2.5756468339071686e-9,0,33980.76796324604,4.199668635881947
"c(295027.937666221, 5044145.56348414)",2253,4,253193.8486525964,4.776954443140867e-7,6.431346956112628e-4,153,610.8408566459962,585.0092096863887,566029,2.6056753372606677e-9,0,33210.40562949403,4.108770224405588
"c(295243.077081525, 5044680.06550843)",2254,5,982694.0180392024,4.897754477527144e-7,0.005075651896600696,152,642.8832039628365,480.24881329432196,502255,2.5893570620283957e-9,0,33743.794359258645,4.205313102211008
"c(294476.369969878, 5043468.67234598)",2280,4,338405.22914002143,5.03351819767834e-7,2.4392196473985533e-7,145,633.5731793815839,650.9241366778353,3201822,2.639556737499245e-9,0,32183.689177260505,4.00944926210652
"c(295460.025889487, 5043055.71188547)",2294,3,424361.5964390988,4.866009560735585e-7,4.400006375146279e-8,148,602.0014394754279,466.7146711862754,10278518,2.6654750312454385e-9,0,32408.503215918096,4.200071529720168
"c(294962.667873321, 5043117.27839128)",2308,4,529035.0363807766,5.10026873315955e-7,2.284277211348071e-7,144,639.9953159719872,547.6777689348316,286892,2.6596339027223877e-9,0,32310.02911718984,4.148221564424978
"c(294177.931021149, 5043444.8233601)",2310,4,580963.16464679,5.223759748841631e-7,3.949072944849027e-7,142,665.4309251183007,657.5233246791237,281330,2.6514377472448618e-9,0,31920.669787633018,4.033393874401255
"c(294937.539120701, 5043057.19477764)",2313,4,637250.8201873436,5.173814291109835e-7,2.6494805279535407e-7,143,650.4233287798367,613.6102710011974,607606,2.660868783404993e-9,0,32244.901127597837,4.1391899238967405
"c(294152.435578584, 5043384.38022153)",2315,4,487408.543459288,5.301172884500696e-7,3.795468164637827e-7,141,676.5661616638812,656.4281489403577,231295,2.6525486440678096e-9,0,31856.3499176179,4.023470490290995
"c(295217.842835252, 5043310.81834889)",2333,4,846933.6152184261,4.801959967980531e-7,9.559876197576311e-8,149,594.153363924162,581.1151189004494,18025023,2.68114972998744e-9,0,32432.601298753838,4.360717737930737
"c(295164.779840197, 5043181.46837331)",2341,4,244228.96158066325,4.920903851935908e-7,8.482367295623672e-8,147,612.2349225494468,616.3876466120718,20302431,2.683758296395064e-9,0,32290.14493590147,4.289647943563383
"c(295068.624923314, 5043371.63221822)",2348,3,878804.6168966255,4.853146221898464e-7,5.4293860327374196e-8,148,600.3993522865192,319.4545992927451,63060,2.6548263660447108e-9,0,32585.579998932855,4.1477190673584
"c(295015.445648322, 5043243.53156742)",2349,4,866636.8789625696,4.970191277811326e-7,1.4896751743708479e-7,146,622.0553123655815,625.5076088612907,2938651,2.6604134123261626e-9,0,32446.873100405934,4.160374838085502
"c(294718.8626692, 5043367.48308062)",2356,4,578570.9312463126,5.015689075427938e-7,2.0237732183677304e-7,145,628.7087721035816,726.2617042193626,3184083,2.6330993565248174e-9,0,32446.4485621436,4.0272124655420924
"c(296324.220644253, 5043371.88630127)",2384,3,94870.34307834512,4.4340864185706634e-7,4.559294240986408e-4,163,568.7169164300875,331.4035017968297,3504635,2.6182905828877725e-9,0,33691.12178343074,4.221211448914356
"c(296597.89861054, 5043791.9692186)",2390,4,6706650.557593178,4.6489680453181407e-7,0.015211130729573077,160,621.0494983835333,813.2281614197553,3128462,2.5939144176415174e-9,0,34192.61351265587,4.171908815483625
"c(296699.735598036, 5043949.42718764)",2392,4,1787661.5975336155,4.689235016956274e-7,0.025096374585931405,159,621.0661775930324,793.5545703436724,2954867,2.581720644453948e-9,0,34380.13622535005,4.148298353329378
"c(296749.975591868, 5044027.13017236)",2393,4,2362564.4400720145,4.7386223308525067e-7,0.028527998308931567,158,627.3149539212204,756.0741940236499,4622579,2.577840937616165e-9,0,34472.6668976329,4.159756722351167
"c(296253.995658027, 5043417.41829565)",2396,3,202120.48854363238,4.4846367556343856e-7,3.0929290449093405e-4,162,577.0076582281575,395.9296777334879,6306055,2.627130085098005e-9,0,33607.427543118734,4.245863098109776
"c(296213.529568021, 5043355.55193283)",2397,4,1137287.3867591056,4.536210984616348e-7,1.6208204960676918e-4,161,586.0158949415656,577.3016963493753,6845415,2.6288135286189524e-9,0,33533.50168795263,4.243967699259384
"c(296058.469716319, 5044141.42617546)",2411,4,6565179.193653939,4.707297865099199e-7,0.016553351389659677,158,627.7899269053073,760.07132876996,2408735,2.616687735797224e-9,0,33805.409727971775,4.2014848079685425
"c(296160.177703811, 5044298.14114464)",2413,4,1014687.5246955091,4.750688612314355e-7,0.02897413676458772,157,627.8921722035818,765.0556642064529,2197350,2.604130127308904e-9,0,33992.239648649185,4.17127187543847
"c(296210.371697642, 5044375.56112942)",2414,4,1978781.4786747159,4.802022227600487e-7,0.0381734593408984,156,635.6009434878885,752.4990918779226,3821776,2.5996820063563483e-9,0,34084.50751305058,4.1648718737152555
"c(296841.907562671, 5043633.50923818)",2422,4,7688146.097011231,4.623054618616486e-7,0.011829079668098838,161,620.1018651928762,807.1717066080355,1223764,2.5758215969770825e-9,0,34478.08066485011,4.19183516882792
"c(296943.954550146, 5043791.42020713)",2424,4,2211533.388373897,4.662780705226931e-7,0.019282623399483154,160,620.0760577067371,791.9831927000325,1139086,2.5638965689827226e-9,0,34666.100213797086,4.164684021894575
"c(296994.242543962, 5043868.8561919)",2425,4,2741333.8340683035,4.7111699483891334e-7,0.023761244369170098,159,626.1014272037902,777.7055018410464,2811176,2.5605641075764427e-9,0,34758.43359954577,4.168315336410573
"c(297327.279483729, 5043805.1661919)",2428,4,445903.86599474144,4.7367615803162925e-7,0.02833818727265942,158,623.6985643540592,710.8673494908721,12777854,2.5508929141294155e-9,0,34859.130935958856,4.229225145966721
"c(297062.807535492, 5043973.29517133)",2429,4,1336683.6803676288,4.778748713321909e-7,0.042000482611212246,157,632.1919622613029,751.7788989612469,952455,2.552312556537203e-9,0,34883.38382730063,4.147348522644194
"c(296816.213583746, 5044129.83215217)",2430,4,997380.9509030015,4.809618467395837e-7,0.05091637414537681,156,634.6563941352869,757.8078491844324,2763262,2.569604285836502e-9,0,34594.89192690282,4.138255551565563
"c(296545.275636783, 5044302.568131)",2431,4,1795057.7821445232,4.844299373825863e-7,0.059907181744920615,155,640.2530037216967,812.4306841977008,6023943,2.582713002865249e-9,0,34395.31238073228,4.112633312082103
"c(297214.779497339, 5043625.25422716)",2444,4,1039632.0134967975,4.622729777406316e-7,0.010083764911026598,161,613.2307515686355,552.5033223276391,12023922,2.561768240277915e-9,0,34646.85201039138,4.297699000031224
"c(296429.282156061, 5044124.29671608)",2445,4,1590949.6305579878,4.7192628511426516e-7,0.029092656598548382,158,624.5017241203757,822.379089453103,6142404,2.595509785211655e-9,0,34182.591103190054,4.145218246134709
"c(295987.195707306, 5043499.15529026)",2447,4,1128477.712627896,4.5580451091492274e-7,1.882347008167787e-4,160,586.0583244334539,639.1831787047497,5646320,2.636689500437718e-9,0,33389.345491138985,4.2429939074693035
"c(295745.878754509, 5043651.94227157)",2448,4,1308302.4826105922,4.6152901794470973e-7,2.18719807744896e-4,158,592.1078422323238,497.5785245396533,2316475,2.6424618105095693e-9,0,33245.70378109138,4.266865221163212
"c(295901.189387242, 5043646.83169228)",2449,3,59444.25223687656,4.4865300907086653e-7,6.906309483088153e-4,161,572.1103161992414,323.48367290405326,2416585,2.633174129596403e-9,0,33459.23452893798,4.234216059758367
"c(295989.597725788, 5044065.2171911)",2453,4,426667.0808544212,4.6403884561984453e-7,0.00998916580083891,159,614.1977094842796,449.8342001888055,2089683,2.621731749012904e-9,0,33701.180873536665,4.243694143548322
"c(295951.80073117, 5044028.93919871)",2460,4,215444.72925466503,4.574077877335124e-7,0.0052432067619775135,160,597.9440924522927,244.70568288369898,2588868,2.6248164105240867e-9,0,33648.21854340998,4.273069763996172
"c(295789.219749197, 5043719.33925833)",2473,3,107240.84180395368,4.556881962630834e-7,3.704971770849845e-4,159,580.8893765328345,165.08691204008048,3963141,2.6408638430386034e-9,0,33325.83528682699,4.30728652528093
"c(297106.958510676, 5043461.51525942)",2478,6,9652713.396230798,4.5933464458063207e-7,0.008053967542702094,162,617.0450430443052,645.7027520136112,14151271,2.5735900011284547e-9,0,34450.762152573014,4.386286679216496
"c(297160.950504004, 5043543.67624324)",2479,4,2044075.2350801122,4.588231461594897e-7,0.009624371523336405,162,611.3006020890891,580.8188874065909,11846004,2.567554558370554e-9,0,34549.09230630089,4.2889270333744856
"c(297258.928492066, 5043697.86321297)",2480,4,1998140.970821052,4.6721417938968744e-7,0.01473405039865266,160,618.081484091854,530.363335267176,14810368,2.5593493705307325e-9,0,34731.8989145037,4.296889683662304
